Categoria,Nombre_Producto,Descripcion,Precio_Mayorista,Tamano_Bulto,URL_Imagen,Precio_Minorista,Stock
Vinos,Vino Alma Mora malbec x 750 cc.,Vino Alma Mora malbec x 750 cc.,5350.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Vino-Alma-Mora-malbec-x-750-cc-240x240.jpg,,100
Vinos,Vino Bodega Priv. Epico Malbec x 750 cc.,Vino Bodega Priv. Epico Malbec x 750 cc.,7100.00,6,https://davelcor.com.ar/wp-content/uploads/Vino-Bodega-Privada-Epico-Malbec-x-750-cc-240x240.jpg,,100
Vinos,Vino Bodega Privada Coleccion Malbec x 750 cc.,Vino Bodega Privada Coleccion Malbec x 750 cc.,3130.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Vino-Bodega-Priv.-coleccion-Malbec-x-750-cc-240x240.jpg,,100
Vinos,Vino Cordero con Piel de Lobo malbec x 750 cc.,Vino Cordero con Piel de Lobo malbec x 750 cc.,4400.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Vino-Cordero-con-Piel-de-Lobo-malbec-x-750-cc-240x240.jpg,,100
Vinos,Vino Dada 1 x 750 cc.,Vino Dada 1 x 750 cc.,5700.00,6,https://davelcor.com.ar/wp-content/uploads/Vino-Dada-1-x-750-cc-240x240.jpg,,100
Vinos,Vino Dilema Blanco dulce x 750 cc.,Vino Dilema Blanco dulce x 750 cc.,3350.00,6,https://davelcor.com.ar/wp-content/uploads/Vino-Dilema-Blanco-dulce-x-750-cc-240x240.jpg,,100
Vinos,Vino Estancia Mendoza Malbec-Cabernet x 750 cc.,Vino Estancia Mendoza Malbec-Cabernet x 750 cc.,2850.00,6,https://davelcor.com.ar/wp-content/uploads/Vino-Estancia-Mendoza-Malbec-Cabernet-x-750-cc-240x240.jpg,,100
Vinos,Vino Las Perdices Malbec Estuche + Copa x 1 Unid.,Vino Las Perdices Malbec Estuche + Copa x 1 Unid.,32500.00,1,https://davelcor.com.ar/wp-content/uploads/Vino-Las-Perdices-Malbec-Estuche-mas-Copa-x-1-Unid-240x240.jpg,,100
Vinos,Vino Mandamas Blanco x 1 Lt.,Vino Mandamas Blanco x 1 Lt.,1334.69,12,https://davelcor.com.ar/wp-content/uploads/Vino-Mandamas-Blanco-x-1-Lt-240x240.jpg,,100
Vinos,Vino Mandamas Botellon Tinto x 1125 cc.,Vino Mandamas Botellon Tinto x 1125 cc.,2155.80,6,https://davelcor.com.ar/wp-content/uploads/Vino-Mandamas-Botellon-Tinto-x-1125-cc-240x240.jpg,,100
Vinos,Vino Mandamas Tinto x 1 Lt.,Vino Mandamas Tinto x 1 Lt.,1486.00,12,https://davelcor.com.ar/wp-content/uploads/Vino-Mandamas-Tinto-x-1-Lt-240x240.jpg,,100
Vinos,Vino Portillo Suavignon Blanc x 750 cc.,Vino Portillo Suavignon Blanc x 750 cc.,5000.00,6,https://davelcor.com.ar/wp-content/uploads/Vino-Portillo-Suavignon-Blanc-x-750-cc-240x240.jpg,,100
Vinos,Vino Quara Malbec x 750 cc.,Vino Quara Malbec x 750 cc.,2450.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Vino-Quara-Malbec-x-750-cc-240x240.jpg,,100
Vinos,Vino Quara Torronte x 750 cc.,Vino Quara Torronte x 750 cc.,2450.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Vino-Quara-torrontes-x-750-cc-240x240.jpg,,100
Vinos,Vino Ricordi Malbec x 750 cc,Vino Ricordi Malbec x 750 cc,4200.00,6,https://davelcor.com.ar/wp-content/uploads/Vino-Ricordi-Malbec-Roble-x-750-cc-240x240.jpg,,100
Vinos,Vino Santa Julia Malbec x 750 cc.,Vino Santa Julia Malbec x 750 cc.,4900.00,6,https://davelcor.com.ar/wp-content/uploads/Vino-Santa-Julia-Malbec-x-750-cc-240x240.jpg,,100
Vinos,Vino Uvita Tinto x 1125 cc.,Vino Uvita Tinto x 1125 cc.,2199.99,6,https://davelcor.com.ar/wp-content/uploads/Vino-Uvita-Tinto-x-1125-cc-240x240.jpg,,100
Vinos,Vino Viña Mayor Blend x 700 cc.,Vino Viña Mayor Blend x 700 cc.,1820.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Vino-Vina-Mayor-tinto-x-700-cc-240x240.jpg,,100
Bebidas con alcohol,Whisky Don John x 1 Lt.,Whisky Don John x 1 Lt.,3390.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Whisky-Don-John-x-1-Lt-240x240.jpg,,100
Bebidas con alcohol,Whisky Vat 69 x 750 cc.,Whisky Vat 69 x 750 cc.,8900.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Whisky-Vat-69-x-750-cc-240x240.jpg,,100
Yerba Mate,Yerba Don Arregui Boldo y Poleo x 500 gr.,Yerba Don Arregui Boldo y Poleo x 500 gr.,1295.00,12,https://davelcor.com.ar/wp-content/uploads/Yerba-Don-Arregui-Boldo-y-Poleo-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Don Arregui Burrito x 500 gr.,Yerba Don Arregui Burrito x 500 gr.,1295.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/yerba-don-arregui-burrito-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Don Arregui Cedron x 500 gr.,Yerba Don Arregui Cedron x 500 gr.,1295.00,12,https://davelcor.com.ar/wp-content/uploads/Yerba-Don-Arregui-Cedron-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Don Arregui Compuesta x 500 gr.,Yerba Don Arregui Compuesta x 500 gr.,1295.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/yerba-don-arregui-compuesta-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Don Arregui Peperina x 500 gr.,Yerba Don Arregui Peperina x 500 gr.,1295.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/yerba-don-arregui-peperina-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba La Hoja con palos x 500 gr.,Yerba La Hoja con palos x 500 gr.,1200.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Yerba-La-Hoja-x-500-gr-2-240x240.jpg,,100
Yerba Mate,Yerba Nuñez Compuesta x 500 gr.,Yerba Nuñez Compuesta x 500 gr.,880.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Yerba-Nunez-Compuesta-x-500-gr-2-240x240.jpg,,100
Yerba Mate,Yerba Nuñez Tradicional x 500 gr.,Yerba Nuñez Tradicional x 500 gr.,1150.94,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Yerba-Tradicional-Nunez-x-500-gr-2-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Blend Armonico x 500 gr.,Yerba Verdeflor Blend Armonico x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/Yerba-Verdeflor-Blend-Armonico-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Blend Equilibrado x 500 gr.,Yerba Verdeflor Blend Equilibrado x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/Yerba-Verdeflor-Blend-Equilibrado-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Blend Sereno x 500 gr.,Yerba Verdeflor Blend Sereno x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/Yerba-Verdeflor-Blend-Sereno-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Blend Vital x 500 gr.,Yerba Verdeflor Blend Vital x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/Yerba-Verdeflor-Blend-Vital-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Cedron x 500 gr.,Yerba Verdeflor Cedron x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Yerba-Cedron-Verdeflor-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Compuesta x 500 gr.,Yerba Verdeflor Compuesta x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Yerba-Verdeflor-x-500-gr-2-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Menta x 500 gr.,Yerba Verdeflor Menta x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Yerba-Menta-Verdeflor-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Naranja x 500 gr.,Yerba Verdeflor Naranja x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Yerba-Naranja-Verdeflor-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Peperina x 500 gr.,Yerba Verdeflor Peperina x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/2021/10/Yerba-Verdeflor-Peperina-x-500-gr-240x240.jpg,,100
Yerba Mate,Yerba Verdeflor Tradicional c/palo x 500 gr.,Yerba Verdeflor Tradicional c/palo x 500 gr.,1670.00,12,https://davelcor.com.ar/wp-content/uploads/2021/07/Yerba-Verdeflor-Tradicional-con-palo-x-500-gr-240x240.jpg,,100
Limpieza y Desinfección,Alcohol Etilico Frau x 500 cc.,Alcohol Etilico Frau x 500 cc.,1617.00,10,https://davelcor.com.ar/wp-content/uploads/Alcohol-Etilico-Frau-x-500-cc-1-240x240.jpg,,100
Legumbres / Cereales,Avena Lista Menu Box – Con Arandanos x 59 gr.,Avena Lista Menu Box – Con Arandanos x 59 gr.,1630.00,6,https://davelcor.com.ar/wp-content/uploads/Avena-Lista-Menu-Box-Con-Arandonos-x-59-gr-240x240.jpg,,100
Enlatados,Choclo Inalpa Crema B. x 300 gr.,Choclo Inalpa Crema B. x 300 gr.,690.00,24,https://davelcor.com.ar/wp-content/uploads/Choclo-Inalpa-Crema-B.-x-300-gr-240x240.jpg,,100
Mermeladas y Dulces,Dulce de Leche Creser x 380 gr.,Dulce de Leche Creser x 380 gr.,1495.00,12,https://davelcor.com.ar/wp-content/uploads/Dulce-de-Leche-Creser-x-380-gr-240x240.jpg,,100
Fideos Verizzia,Fideos Verizzia Dedalitos  x 500 gr.,Fideos Verizzia Dedalitos  x 500 gr.,705.00,15,https://davelcor.com.ar/wp-content/uploads/2021/05/fideos-dedalito-verizzia-x-500-gr-240x240.jpg,,100
Galletas,Galletas Surtidas Diversion x 390 gr.,Galletas Surtidas Diversion x 390 gr.,2250.00,21,https://davelcor.com.ar/wp-content/uploads/2021/09/Galletas-Surtidas-Diversion-x-390-gr-240x240.jpg,,100
Bebidas con alcohol,Gin New Style x 1 Lt.,Gin New Style x 1 Lt.,3700.00,6,https://davelcor.com.ar/wp-content/uploads/Gin-New-Style-x-1-Lt-240x240.jpg,,100
Hogar y Limpieza,Lavandina Gel Ayudin x 700 cc.,Lavandina Gel Ayudin x 700 cc.,3390.00,15,https://davelcor.com.ar/wp-content/uploads/Lavandina-Gel-Ayudin-x-700-cc-240x240.jpg,,100
Lacteos,Leche en polvo Mundo Lacteo x 800 gr.,Leche en polvo Mundo Lacteo x 800 gr.,4900.00,18,https://davelcor.com.ar/wp-content/uploads/Leche-en-polvo-Mundo-Lacteo-x-800-gr--240x240.jpg,,100
Golosinas,Merendina Aires de Lujan x 30 gr.,Merendina Aires de Lujan x 30 gr.,220.00,40,https://davelcor.com.ar/wp-content/uploads/2021/05/Merendina-Aires-de-Lujan-x-30-gr-240x240.jpg,,100
Mermeladas y Dulces,Mermelada Light Orieta x 420 gr. – Durazno,Mermelada Light Orieta x 420 gr. – Durazno,1420.00,12,https://davelcor.com.ar/wp-content/uploads/Mermelada-Light-Orieta-x-420-gr.-Durazno-1-240x240.jpg,,100
Aderezos y Condimentos,Mostaza Savora x 250 gr.,Mostaza Savora x 250 gr.,1480.00,24,https://davelcor.com.ar/wp-content/uploads/Mostaza-Savora-x-250-gr-240x240.jpg,,100
Legumbres / Cereales,Poroto Alubia Sytari x 400 gr.,Poroto Alubia Sytari x 400 gr.,1240.00,10,https://davelcor.com.ar/wp-content/uploads/Poroto-Alubia-Sytari-x-400-gr-240x240.jpg,,100
Harinas,Premezcla Sin Tacc Pureza x 250 gr. – Chipa,Premezcla Sin Tacc Pureza x 250 gr. – Chipa,2700.00,16,https://davelcor.com.ar/wp-content/uploads/Premezcla-Sin-Tacc-Pureza-x-250-gr.-Chipa-240x240.jpg,,100
Sal,Sal Entrefina Celusal x 1 Kg. – Parrillera,Sal Entrefina Celusal x 1 Kg. – Parrillera,1715.73,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Sal-Entrefina-Celusal-x-1-Kg-240x240.jpg,,100
Limpieza y Desinfección,Sanitizante aerosol Lysoform x 420 cc.,Sanitizante aerosol Lysoform x 420 cc.,3250.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Desinfectante-Lysoform-x-360-cc-240x240.jpg,,100
Bebidas con alcohol,Whisky Blender x 1 Lt.,Whisky Blender x 1 Lt.,9900.00,6,https://davelcor.com.ar/wp-content/uploads/2021/06/Whisky-Blender-x-1-Lt-240x240.jpg,,100
Yerba Mate,Yerba Playadito x 500 gr.,Yerba Playadito x 500 gr.,2250.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Yerba-Playadito-x-500-gr-240x240.jpg,,100
